Nome;Gênero;Data Nascimento;Idade;Nível;Escolaridade;Área;Salário;Data Admissão;Data Demissão;Contrato;Motivo Demissão;PCD;Alimentação;Saúde;Odont;Transporte;Creche;Combustível;Benefícios;Mês_admissão;Mês_demissão;Status;Faixa_Idade;Tempo_dias;Faixa_dias
Raddie De La Coste;Masculino;05/05/1967;57;Analista Jr;Ensino Superior;Operações;3500;23/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;38;1-85
Gabrielle McCome;Feminino;10/01/1969;55;Supervisor;Ensino Superior;Vendas;7000;23/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;55-64;38;1-85
Renato Laxe;Masculino;14/01/1977;47;Analista Jr;Ensino Técnico;Vendas;3500;23/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;45-54;38;1-85
Saunders Tidswell;Masculino;27/06/1998;26;Coordenador;Ensino Técnico;Logística;10000;24/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;24-34;37;1-85
Trixy St Pierre;Feminino;12/02/1980;44;Supervisor;Ensino Superior;Marketing;7000;25/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;35-44;36;1-85
Orson Churchouse;Masculino;26/11/1969;55;Analista Jr;Pós-graduação;TI;3500;26/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;35;1-85
Mariana Monkhouse;Feminino;02/09/1980;44;Analista Jr;Ensino Médio;Operações;3500;26/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;35;1-85
Wald Klaussen;Masculino;16/10/1976;48;Analista Jr;Pós-graduação;Vendas;3500;27/11/2019;;CLT;;;600;600;600;600;500;;2900;11;-;;45-54;34;1-85
Rea Cromblehome;Feminino;20/03/1987;37;Analista Jr;Pós-graduação;Produção;3500;27/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;35-44;34;1-85
Camille Gilbeart;Feminino;10/04/1993;31;Estagiário;Ensino Técnico;TI;1200;28/11/2019;;Estágio;;;200;200;200;200;500;;1300;11;-;;24-34;33;1-85
Sibby Dybald;Feminino;28/04/1991;33;Analista Jr;Ensino Médio;Recursos Humanos;3500;29/11/2019;;CLT;;;600;600;600;600;500;;2900;11;-;;24-34;32;1-85
Brian Burnsides;Masculino;23/05/1964;60;Analista Jr;Ensino Técnico;Vendas;3500;29/11/2019;;CLT;;;600;600;600;600;;;2400;11;-;;55-64;32;1-85
Cinnamon Vazquez;Feminino;20/06/1978;46;Analista Sr;Ensino Médio;Administração;5000;30/11/2019;;CLT;;;600;600;600;600;;500;2900;11;-;;45-54;31;1-85
Fernando Zanicchelli;Masculino;23/09/1981;43;Gerente;Ensino Médio;Operações;15000;30/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;35-44;31;1-85
Nick Hillatt;Masculino;10/11/1975;49;Gerente;Ensino Médio;Administração;15000;30/11/2019;;CLT;;;1200;1200;1200;1200;;500;5300;11;-;;45-54;31;1-85
Dacia Lowmass;Feminino;21/11/1963;61;Gerente;Ensino Técnico;Administração;15000;01/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;30;1-85
Marlena Shawcroft;Feminino;04/08/1980;44;Estagiário;Ensino Técnico;Produção;1200;01/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;35-44;30;1-85
Inga Betun;Feminino;12/06/1965;59;Coordenador;Mestrado;Logística;10000;01/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;30;1-85
Caril Hutchins;Feminino;02/01/1991;33;Coordenador;Ensino Técnico;Recursos Humanos;10000;02/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;29;1-85
Stanislaus Jameson;Masculino;31/01/1984;40;Gerente;Ensino Técnico;TI;15000;02/12/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;12;-;;35-44;29;1-85
Consolata Rahill;Feminino;20/08/1995;29;Estagiário;Ensino Técnico;TI;1200;04/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;24-34;27;1-85
Berny Baggally;Feminino;23/01/1983;41;Gerente;Mestrado;Financeiro;15000;04/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;35-44;27;1-85
Stephanus Antoniazzi;Masculino;08/12/1983;41;Estagiário;Ensino Médio;Logística;1200;04/12/2019;;Estágio;;Sim;200;200;200;200;;;800;12;-;;35-44;27;1-85
Tripp O'Hickee;Masculino;03/09/1969;55;Supervisor;Mestrado;Administração;7000;05/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;26;1-85
Osmund Bradbrook;Masculino;27/05/1961;63;Analista Sr;Pós-graduação;Logística;5000;06/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;55-64;25;1-85
Say Pinnijar;Masculino;24/11/1981;43;Assistente;Ensino Superior;Vendas;2500;06/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;25;1-85
Broderic Kitchingman;Masculino;03/11/1985;39;Analista Jr;Ensino Técnico;Marketing;3500;07/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;24;1-85
Kelsi Killingbeck;Feminino;08/01/1969;55;Assistente;Ensino Médio;TI;2500;09/12/2019;;CLT;;;600;600;600;600;500;;2900;12;-;;55-64;22;1-85
Skell Cranstone;Masculino;24/07/1969;55;Coordenador;Pós-graduação;Produção;10000;09/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;22;1-85
Urbain McAusland;Masculino;03/10/1962;62;Assistente;Ensino Médio;Financeiro;2500;09/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;55-64;22;1-85
Kain Hendrichs;Masculino;09/02/1978;46;Estagiário;Ensino Técnico;Recursos Humanos;1200;09/12/2019;;Estágio;;Sim;200;200;200;200;;;800;12;-;;45-54;22;1-85
Bonnibelle Keats;Feminino;16/05/1990;34;Analista Jr;Ensino Médio;Vendas;3500;09/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;22;1-85
Kelsy McCaskill;Feminino;08/03/1974;50;Analista Sr;Ensino Médio;TI;5000;10/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;45-54;21;1-85
Gabriela Drynan;Feminino;16/11/2000;24;Estagiário;Ensino Técnico;Produção;1200;10/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;24-34;21;1-85
Gery Dawidowicz;Masculino;18/09/1970;54;Analista Sr;Ensino Superior;Administração;5000;11/12/2019;;CLT;;Sim;600;600;600;600;500;500;3400;12;-;;45-54;20;1-85
Alfie Mattocks;Masculino;27/08/1965;59;Coordenador;Ensino Superior;Produção;10000;11/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;20;1-85
Arlan Reeken;Masculino;02/01/1961;63;Supervisor;Ensino Superior;Logística;7000;11/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;20;1-85
Terrel Senogles;Masculino;06/12/1989;35;Analista Jr;Ensino Técnico;Financeiro;3500;12/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;19;1-85
Lori Hardey;Feminino;22/06/1973;51;Supervisor;Ensino Superior;Produção;7000;12/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;45-54;19;1-85
Johnna Saterweyte;Feminino;20/11/1975;49;Supervisor;Pós-graduação;TI;7000;12/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;45-54;19;1-85
Tawnya Turvey;Feminino;20/04/1994;30;Estagiário;Ensino Médio;Produção;1200;12/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;24-34;19;1-85
Gregory Emtage;Masculino;07/08/1998;26;Assistente;Ensino Técnico;Administração;2500;13/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;18;1-85
Donica Vinall;Feminino;12/04/1994;30;Analista Jr;Pós-graduação;Vendas;3500;14/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;17;1-85
Evelin Jagels;Masculino;17/05/1994;30;Supervisor;Mestrado;Vendas;7000;14/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;17;1-85
Dagny Pachta;Masculino;19/08/1969;55;Analista Sr;Ensino Médio;Recursos Humanos;5000;15/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;55-64;16;1-85
Rollie Oliffe;Masculino;09/07/1998;26;Analista Jr;Ensino Médio;Marketing;3500;15/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;16;1-85
Jule Diack;Masculino;16/04/1974;50;Gerente;Ensino Superior;Recursos Humanos;15000;15/12/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;12;-;;45-54;16;1-85
Estevan Osorio;Masculino;25/08/1962;62;Assistente;Ensino Médio;Marketing;2500;15/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;55-64;16;1-85
Claiborne Stainfield;Masculino;18/01/1987;37;Estagiário;Ensino Técnico;Produção;1200;16/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;35-44;15;1-85
Araldo Wagenen;Masculino;16/11/1984;40;Coordenador;Ensino Médio;Produção;10000;16/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;35-44;15;1-85
Keven Michieli;Masculino;21/03/1997;27;Gerente;Pós-graduação;Vendas;15000;16/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;15;1-85
Waneta Farra;Feminino;04/03/1989;35;Assistente;Ensino Superior;Produção;2500;16/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;15;1-85
Farrell Cabbell;Masculino;19/03/1999;25;Analista Sr;Ensino Médio;Marketing;5000;16/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;24-34;15;1-85
Clevey Limb;Masculino;24/03/1960;64;Analista Jr;Pós-graduação;Logística;3500;16/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;55-64;15;1-85
Emelen Siene;Masculino;30/09/2000;24;Coordenador;Mestrado;Logística;10000;17/12/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;12;-;;24-34;14;1-85
Fin Argont;Masculino;24/12/1981;43;Assistente;Ensino Superior;Operações;2500;17/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;14;1-85
Kendre Spicer;Feminino;30/05/1987;37;Estagiário;Ensino Médio;Recursos Humanos;1200;18/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;35-44;13;1-85
Sophi Yerrington;Feminino;18/09/1987;37;Assistente;Ensino Médio;Vendas;2500;18/12/2019;;CLT;;Sim;600;600;600;600;500;;2900;12;-;;35-44;13;1-85
Kayne Billo;Masculino;19/12/1964;60;Estagiário;Ensino Técnico;Administração;1200;19/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;55-64;12;1-85
Ethel Askin;Feminino;05/08/2000;24;Supervisor;Ensino Técnico;Operações;7000;21/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;10;1-85
Maximilianus Wrefford;Masculino;18/11/1969;55;Estagiário;Ensino Médio;Recursos Humanos;1200;21/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;55-64;10;1-85
Margareta Rigney;Feminino;19/08/2000;24;Estagiário;Ensino Técnico;Administração;1200;21/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;24-34;10;1-85
Louisa Toping;Feminino;28/09/1999;25;Supervisor;Ensino Médio;TI;7000;21/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;10;1-85
Mattie Scarlin;Masculino;24/03/1999;25;Assistente;Ensino Superior;Financeiro;2500;21/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;10;1-85
Erasmus Kingzet;Masculino;31/08/1964;60;Assistente;Ensino Superior;Operações;2500;21/12/2019;;CLT;;;600;600;600;600;500;;2900;12;-;;55-64;10;1-85
Linda Slowly;Feminino;25/01/1972;52;Gerente;Ensino Superior;Financeiro;15000;21/12/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;12;-;;45-54;10;1-85
Megen Freckelton;Feminino;21/09/1966;58;Supervisor;Pós-graduação;Produção;7000;22/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;9;1-85
Leilah Tolcher;Feminino;28/01/1991;33;Assistente;Ensino Médio;Vendas;2500;22/12/2019;;CLT;;Sim;600;600;600;600;;;2400;12;-;;24-34;9;1-85
Alexis Topes;Feminino;11/01/2000;24;Analista Sr;Ensino Superior;TI;5000;23/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;24-34;8;1-85
Urbanus Libri;Masculino;11/05/1960;64;Gerente;Pós-graduação;Administração;15000;23/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;8;1-85
Gerta Denney;Feminino;10/03/1962;62;Assistente;Ensino Médio;Administração;2500;23/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;Férias;55-64;8;1-85
Shay Hertwell;Feminino;19/05/1988;36;Assistente;Ensino Superior;Recursos Humanos;2500;23/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;8;1-85
Malvin Aysik;Masculino;27/07/1986;38;Assistente;Ensino Superior;Operações;2500;23/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;8;1-85
Moise McMains;Masculino;16/08/1969;55;Supervisor;Ensino Técnico;Administração;7000;24/12/2019;;CLT;;Sim;1200;1200;1200;1200;500;500;5800;12;-;;55-64;7;1-85
Bette-ann Fritz;Feminino;05/10/1973;51;Estagiário;Ensino Médio;Financeiro;1200;24/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;45-54;7;1-85
Misti Boyland;Feminino;30/12/1989;35;Gerente;Ensino Médio;Operações;15000;24/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;35-44;7;1-85
Chantalle Chismon;Feminino;23/09/1986;38;Assistente;Ensino Técnico;Marketing;2500;24/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;7;1-85
Veronica Penni;Feminino;25/06/1995;29;Analista Sr;Pós-graduação;Financeiro;5000;24/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;24-34;7;1-85
Teodoro Stamps;Masculino;08/12/1965;59;Supervisor;Ensino Médio;Administração;7000;25/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;55-64;6;1-85
Emlyn Shotboult;Feminino;10/02/1964;60;Analista Sr;Ensino Médio;Recursos Humanos;5000;25/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;55-64;6;1-85
Maryanna Lawley;Feminino;08/10/1967;57;Analista Sr;Pós-graduação;Operações;5000;26/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;Férias;55-64;5;1-85
Dorry Chinnock;Feminino;22/06/1961;63;Analista Sr;Ensino Médio;Recursos Humanos;5000;26/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;55-64;5;1-85
Stephanus Kiezler;Masculino;11/12/1974;50;Supervisor;Ensino Médio;Recursos Humanos;7000;26/12/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;12;-;;45-54;5;1-85
Grantham Cassar;Masculino;06/07/1983;41;Analista Jr;Pós-graduação;Recursos Humanos;3500;26/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;35-44;5;1-85
Josi Roumier;Feminino;05/12/1998;26;Coordenador;Ensino Médio;Financeiro;10000;27/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;24-34;4;1-85
Katee Juggings;Feminino;24/09/1982;42;Analista Sr;Ensino Médio;Marketing;5000;27/12/2019;;CLT;;;600;600;600;600;;500;2900;12;-;;35-44;4;1-85
Sandye Mullord;Feminino;19/10/1988;36;Estagiário;Ensino Técnico;Produção;1200;27/12/2019;;Estágio;;Sim;200;200;200;200;;;800;12;-;;35-44;4;1-85
Babbie Catley;Feminino;24/09/1976;48;Estagiário;Ensino Médio;Recursos Humanos;1200;28/12/2019;;Estágio;;;200;200;200;200;;;800;12;-;;45-54;3;1-85
Sadye Wybron;Feminino;10/01/1962;62;Assistente;Ensino Médio;TI;2500;28/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;55-64;3;1-85
Lewie Keeri;Masculino;18/10/1976;48;Supervisor;Ensino Superior;Administração;7000;29/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;45-54;2;1-85
Theresita Brashier;Feminino;09/08/1983;41;Supervisor;Mestrado;Vendas;7000;29/12/2019;;CLT;;;1200;1200;1200;1200;;500;5300;12;-;;35-44;2;1-85
Mariam Caudrey;Feminino;22/12/1997;27;Analista Jr;Ensino Superior;Marketing;3500;30/12/2019;;CLT;;;600;600;600;600;;;2400;12;-;;24-34;1;1-85
Griffie Vanderplas;Masculino;31/01/1977;47;Coordenador;Ensino Médio;Marketing;10000;30/12/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;12;-;;45-54;1;1-85
Riordan Coggill;Masculino;26/11/1986;38;Assistente;Ensino Superior;Recursos Humanos;2500;30/12/2019;;CLT;;;600;600;600;600;500;;2900;12;-;;35-44;1;1-85
